title,tags
Risen 2: Dark Waters,"RPG, Pirates, Open World, Adventure, Third Person, Fantasy, Singleplayer, Atmospheric, Action, Gothic, Exploration, Dark Fantasy, Story Rich, Action RPG, Masterpiece, Sandbox, Great Soundtrack, Controller"
AI War: Fleet Command,"Strategy, RTS, Space, Indie, Sci-fi, Co-op, 4X, Grand Strategy, Difficult, Tactical, Great Soundtrack, Singleplayer, Multiplayer, Tower Defense, Simulation, 2D, Replay Value, Real-Time with Pause, Cult Classic, Classic"
Tidalis,"Casual, Indie, Puzzle, Match 3, Multiplayer, Co-op, Family Friendly, Colorful, Singleplayer, 2D, Local Multiplayer, Level Editor, Funny, Replay Value, Split Screen, Retro, Surreal, Relaxing, Cute, Difficult"
Sacraboar,"Strategy, Action, Indie, RTS"
Machinarium,"Point & Click, Puzzle, Adventure, Indie, Great Soundtrack, Steampunk, Singleplayer, Atmospheric, Robots, 2D, Hand-drawn, Masterpiece, Story Rich, Classic, Cute, Stylized, Casual, Beautiful, Family Friendly, Touch-Friendly"
Samorost 2,"Adventure, Point & Click, Puzzle, Indie, Great Soundtrack, Singleplayer, Retro, Classic, Cult Classic, 1990's, Casual, 2D, Masterpiece, Short, Fantasy, Space"
The Misadventures of P.B. Winterbottom,"Indie, Puzzle, Platformer, Adventure, Time Manipulation, Puzzle Platformer, 2D, Comedy, Great Soundtrack"
Stronghold HD,"Strategy, Colony Sim, Medieval, RTS, Base Building, Classic, Simulation, Economy, City Builder, Multiplayer, Resource Management, Singleplayer, Historical, Atmospheric, 2D, Great Soundtrack, Isometric, Masterpiece, Tower Defense, Building"
Stronghold Crusader HD,"Strategy, Medieval, Colony Sim, RTS, Multiplayer, City Builder, Classic, Tactical, Historical, Simulation, Economy, Singleplayer, Building, Masterpiece, Sandbox, Adventure, Co-op, Action, Great Soundtrack, 2D"
Stronghold Legends: Steam Edition,"Strategy, Colony Sim, Simulation, Medieval, Multiplayer, Base Building, City Builder, RTS, Fantasy, Economy, Singleplayer, Resource Management, Historical, Sandbox, Building, Real-Time, Co-op, Great Soundtrack, 3D, Remake"
Mafia,"Action, Classic, Story Rich, Crime, Open World, Singleplayer, Atmospheric, Adventure, Third Person, Great Soundtrack, Violent, Masterpiece, Third-Person Shooter, Difficult, Racing, Shooter"
Serious Sam HD: The First Encounter,"FPS, Action, Co-op, Shooter, Multiplayer, Gore, Comedy, Online Co-Op, Indie, Classic, First-Person, Old School, Aliens, Singleplayer, Funny, Difficult, Adventure, Remake, Colorful, Sci-fi"
Serious Sam 3: BFE,"FPS, Action, Gore, Co-op, Comedy, Online Co-Op, Aliens, First-Person, Shooter, Multiplayer, Old School, Indie, Local Co-Op, Split Screen, Funny, Difficult, Singleplayer, Adventure, Sci-fi, Local Multiplayer"
Hammerfight,"Action, Indie, Physics, Mouse only, 2D, Singleplayer, Multiple Endings, Experimental, Difficult, Steampunk, Fighting, Local Multiplayer, Masterpiece, Free to Play"
Altitude,"Free to Play, Multiplayer, Indie, 2D, Action, Arcade, Flight, Shooter, Singleplayer, Casual, Simulation, Co-op"
Doom Rails,"Indie, Action"
Torchlight,"RPG, Action RPG, Hack and Slash, Dungeon Crawler, Fantasy, Singleplayer, Loot, Indie, Moddable, Action, Adventure, Magic, Isometric, Cartoon, Exploration, Female Protagonist, Steampunk, Top-Down, Co-op, Great Soundtrack"
Earthworm Jim 3D,"Adventure, Action, Platformer, 3D Platformer, Classic, Singleplayer"
Tommy Tronic,"Action, Adventure, Indie"
Death and the Fly,Indie
S.T.A.L.K.E.R.: Call of Pripyat,"Atmospheric, Open World, Post-apocalyptic, FPS, Survival, Action, Singleplayer, RPG, Shooter, Survival Horror, First-Person, Masterpiece, Moddable, Horror, Zombies, Classic, Adventure, Sci-fi, Multiplayer, Sandbox"
Cargo! The Quest for Gravity,"Adventure, Action, Simulation, Physics, Sandbox, Surreal, Female Protagonist, Singleplayer"
Gratuitous Space Battles,"Strategy, Simulation, Indie, Sci-fi, Space, 2D, Spaceships, Sandbox, Building, Singleplayer, Moddable"
The Bard's Tale,"RPG, Adventure, Comedy, Action, Fantasy, Funny, Parody , Action RPG, Singleplayer, Classic, Hack and Slash, Masterpiece, Medieval, Isometric"
Trino,"Indie, Casual"
Lead and Gold: Gangs of the Wild West,"Western, Action, PvP, Multiplayer, Third-Person Shooter, Team-Based, Co-op, Shooter, Class-Based, Masterpiece, Third Person, Funny, Indie, 3D, Atmospheric, Anime, Singleplayer, Nudity, Competitive, Replay Value"
Hamilton's Great Adventure,"Local Co-Op, Adventure, 3D Platformer, Puzzle, Puzzle Platformer, Family Friendly, Casual, Indie, Platformer, Singleplayer, Controller, Arcade, Lovecraftian, Local Multiplayer, Action, FPS, Anime, Dark, Funny, Competitive"
Krater,"RPG, Adventure, Post-apocalyptic, Loot, Action RPG, Co-op, Party-Based RPG, Strategy, Singleplayer, Indie, Action, Online Co-Op, Hack and Slash, Isometric, Sci-fi, Great Soundtrack, Top-Down, Crafting, Steampunk, Futuristic"
Nancy Drew®: Secrets Can Kill REMASTERED,"Adventure, Point & Click, Puzzle, Mouse only, 2.5D, Classic, Drama, Great Soundtrack, Retro, Based On A Novel, Female Protagonist, Funny, Story Rich, Detective, Casual, Exploration, Atmospheric, 2D, Linear, Family Friendly"
Nancy Drew®: The Captive Curse,"Adventure, Point & Click, Funny, Puzzle, Story Rich, Mouse only, Great Soundtrack, Classic, Drama, Cult Classic, 1990's, Exploration, Atmospheric, Detective, Based On A Novel, 2.5D, Casual, Retro, 2D, Visual Novel"
Nancy Drew®: Trail of the Twister,"Adventure, Point & Click, Puzzle, Great Soundtrack, Story Rich, Classic, Mouse only, Funny, Drama, 2.5D, Family Friendly, Detective, Female Protagonist, Atmospheric, Exploration, Casual, Cult Classic, Based On A Novel, 2D, Retro"
DogFighter,"Action, Indie, Flight, Arcade, Multiplayer"
Singularity™,"FPS, Action, Sci-fi, Time Manipulation, Singleplayer, Horror, Atmospheric, Shooter, First-Person, Alternate History, Time Travel, Masterpiece, Story Rich, Adventure, Gore, Bullet Time, Multiplayer, Survival Horror, Classic, Multiple Endings"
Call of Duty®: Black Ops,"Action, FPS, Zombies, Multiplayer, Shooter, Singleplayer, Cold War, First-Person, War, Military, Online Co-Op, Co-op, Gore, Story Rich, Adventure, Controller, Masterpiece, Linear, Massively Multiplayer, Horror"
For The Glory: A Europa Universalis Game,"Strategy, Grand Strategy, Historical"
Arsenal of Democracy: A Hearts of Iron Game,"Strategy, Grand Strategy, World War II, Historical"
Sword of the Stars: Complete Collection,"Strategy, 4X, Space, Sci-fi, Turn-Based, Singleplayer, Multiplayer, Turn-Based Strategy"
Magicka,"Comedy, Co-op, Action, Fantasy, Online Co-Op, RPG, Multiplayer, Magic, Adventure, Funny, Local Co-Op, 4 Player Local, Indie, Local Multiplayer, Difficult, Singleplayer, Masterpiece, Team-Based, Action RPG, Arcade"
The Kings' Crusade,"Strategy, Medieval, RTS"
Elven Legacy: Magic,"Strategy, Turn-Based Strategy"
Elven Legacy: Siege,"Strategy, Turn-Based Strategy"
Elven Legacy: Ranger,"Strategy, Turn-Based Strategy"
Victoria II,"Grand Strategy, Strategy, Historical, Political Sim, Politics, Simulation, Real-Time with Pause, Economy, Military, World War I, Sandbox, Singleplayer, War, RTS, Multiplayer, Moddable, Alternate History, Management, Diplomacy, Great Soundtrack"
Victoria I Complete,"Strategy, Grand Strategy, Real-Time with Pause, Historical, Singleplayer"
Sword of the Stars II: Enhanced Edition,"Strategy, 4X, Space, Sci-fi, Singleplayer, Multiplayer, Turn-Based Strategy, Lore-Rich, Tactical, Turn-Based"
Front Mission Evolved,"Mechs, Action, Shooter, Third-Person Shooter, Sci-fi, Third Person, Robots, Singleplayer, Futuristic"
World of Zoo,"Simulation, Family Friendly, Singleplayer, Cute"
The Haunted: Hells Reach,"Action, Indie, Co-op, Gore, Third-Person Shooter, Zombies, Multiplayer, Shooter, Horror, Demons, Survival, Online Co-Op"
M.U.D. TV,"Simulation, Strategy, Management"
Nancy Drew®: Warnings at Waverly Academy,"Adventure, Puzzle, Point & Click, Story Rich, Classic, Funny, 2.5D, Detective, Mouse only, Family Friendly, Drama, Great Soundtrack, Female Protagonist, Casual, Atmospheric, Exploration, 2D, Retro, Based On A Novel, Cult Classic"
Super Laser  Racer,"Racing, Indie, Action"
GRID 2,"Racing, Driving, Sports, Multiplayer, Arcade, Simulation, Singleplayer, Realistic, Action, Controller, Local Multiplayer, Split Screen, Open World, Co-op, Online Co-Op, Masterpiece, Casual, First-Person, Local Co-Op, 3D Vision"
F1 2011,"Racing, Simulation, Sports, Automobile Sim, Multiplayer, Split Screen, Co-op, Driving"
GTR - FIA GT Racing Game,"Racing, Automobile Sim, Sports, Simulation, Driving"
RACE Injection,"Racing, Automobile Sim, Simulation, Driving"
GT Legends,"Racing, Automobile Sim, Simulation, Sports, Driving, Multiplayer, Singleplayer"
Sol Survivor,"Tower Defense, Strategy, Indie, Co-op, Sci-fi, Multiplayer, Singleplayer, Survival, Addictive"
Secret of the Magic Crystals,"Casual, Horses, Indie, Simulation, Fantasy, Singleplayer, Family Friendly, Cute, Adventure, Open World, Epic, Magic, Strategy, Immersive"
Wings of Prey,"Simulation, Flight, World War II, Historical, Multiplayer, TrackIR, Singleplayer, Action"
Fortix,"Indie, Casual, Arcade, Fantasy, Singleplayer, Dragons, Puzzle, Strategy, Masterpiece, 2D"
Ignite,Racing
Land It!,"Casual, Simulation, Indie"
Fortix 2,"Indie, Casual, Puzzle, Singleplayer, Arcade, Strategy, Action, 2D"
Devil May Cry 4,"Action, Hack and Slash, Character Action Game, Adventure, Great Soundtrack, Stylized, Spectacle fighter, Singleplayer, Third Person, Beat 'em up, Masterpiece, Difficult, Controller, Demons, Fantasy, Atmospheric, RPG, Story Rich"
Dark Void™,"Action, Adventure, Third-Person Shooter, Third Person, Sci-fi, Flight, Shooter, Singleplayer"
Lost Planet: Extreme Condition Colonies Edition,"Action, Adventure, Third-Person Shooter, Mechs, Singleplayer"
Dark Void™ Zero,"Action, Adventure, Platformer, Retro, 2D, Singleplayer, Great Soundtrack"
Dead Rising® 2,"Zombies, Action, Open World, Co-op, Adventure, Third Person, Online Co-Op, Comedy, Gore, Survival, Multiplayer, Funny, Character Customization, Sandbox, Crafting, Singleplayer, Multiple Endings, Horror, RPG, 3D Vision"
Lost Planet® 2,"Action, Co-op, Adventure, Mechs, Third-Person Shooter, Sci-fi, Multiplayer, Cult Classic, Third Person, Online Co-Op, Shooter, Singleplayer, Character Customization, Aliens"
Ultra Street Fighter® IV,"Fighting, Arcade, Competitive, 2D Fighter, Local Multiplayer, Action, Multiplayer, Controller, eSports, Difficult, Classic, Anime, Great Soundtrack, 2.5D, Singleplayer, 2D, Beat 'em up, Local Co-Op, Adventure, 3D Vision"
Dead Rising 2: Off the Record,"Action, Zombies, Adventure, Open World, Online Co-Op, Co-op, Third Person, Comedy, Funny, Gore, Sandbox, Horror, Singleplayer, Survival Horror, Great Soundtrack, Atmospheric, Multiplayer, Survival, Sexual Content"
Bob Came in Pieces,"Puzzle, Indie, Physics, Adventure"
A.I.M. Racing,"Racing, Action, Combat Racing"
NecroVisioN: Lost Company,"Action, FPS, Zombies, World War I, Horror, First-Person, Shooter"
Star Wolves 3: Civil War,"RPG, Strategy, Space, Sci-fi, Tactical, Masterpiece"
Star Wolves,"RPG, Strategy, Space, Sci-fi, Masterpiece"
Star Wolves 2,"Strategy, RPG, Space, Sci-fi"
Theatre of War,"Strategy, World War II, RTS, War, Tanks, Multiplayer"
Theatre of War 2: Africa 1943,"Strategy, Simulation, World War II, RTS"
Real Warfare 1242,"Strategy, RTS, Medieval"
Theatre of War 2: Kursk 1943,"Strategy, Simulation, World War II, Tanks, RTS"
Rig n Roll,"Simulation, Automobile Sim, Driving, Singleplayer"
Reign: Conflict of Nations,"Strategy, Medieval"
Greed: Black Border,"Action, RPG, Sci-fi, Action RPG, Co-op, Indie, Isometric, Singleplayer, Loot"
Avencast: Rise of the Mage,"RPG, Action, Action RPG, Indie, Fantasy, Magic, Adventure, Singleplayer, Hack and Slash, Story Rich, Atmospheric"
Future Wars,"Strategy, Turn-Based, Turn-Based Strategy, Indie, Singleplayer, Multiplayer"
Grotesque Tactics: Evil Heroes,"RPG, Strategy, Indie, Turn-Based, Parody , Tactical, Funny, Strategy RPG, Fantasy, Adventure, Comedy, Singleplayer, Party-Based RPG, Casual, JRPG, Turn-Based Strategy, Turn-Based Tactics, Dungeon Crawler, Anime"
Still Life,"Adventure, Point & Click, Mystery, Female Protagonist, Detective, Crime, Puzzle, Singleplayer, Horror, Noir, Investigation, Thriller, Atmospheric, Story Rich"
Still Life 2,"Adventure, Point & Click, Crime, Female Protagonist, Mystery, Detective, Singleplayer, Puzzle, Horror"
Syberia,"Adventure, Point & Click, Casual, Puzzle, Female Protagonist, Steampunk, Atmospheric, Story Rich, Classic, Mystery, Singleplayer, Masterpiece, Great Soundtrack, Beautiful, Third Person, Sci-fi, Hidden Object"
Syberia II,"Adventure, Point & Click, Puzzle, Female Protagonist, Story Rich, Steampunk, Atmospheric, Singleplayer, Classic, Mystery, Masterpiece, Great Soundtrack, Beautiful, Third Person"
Wasteland Angel,"Action, Indie, Post-apocalyptic, Female Protagonist, Shooter, Arcade, Racing, Top-Down, Top-Down Shooter"
Trapped Dead,"Strategy, Zombies, Action, Adventure, Co-op, Tactical"
Post Mortem,"Adventure, Point & Click, Mystery, Detective, Noir, Horror, Atmospheric, Dark, Puzzle, Choices Matter, First-Person, Thriller, Investigation"
Grotesque Tactics 2 – Dungeons and Donuts,"RPG, Strategy, Adventure, Indie, Turn-Based, Fantasy, Comedy, Parody , Party-Based RPG, Casual, Dungeon Crawler, Strategy RPG, Funny, Turn-Based Strategy, Tactical, Turn-Based Tactics, Singleplayer, Female Protagonist"
Swarm Arena,"Indie, Casual, Action, Arcade"
Ironclads: American Civil War,"Strategy, Naval"
Ironclads: High Seas,"Strategy, Naval"
Dimensity,"RPG, Action RPG"
Hazen: The Dark Whispers,"RPG, Action RPG, Hack and Slash"
World Basketball Manager 2010,"Simulation, Basketball, Sports"
Dark Fall: Lost Souls,"Adventure, Indie, Horror, Point & Click, Psychological Horror, Puzzle"
Ironclads: Schleswig War 1864,"Strategy, Naval"
Making History II: The War of the World,"Strategy, Simulation, Grand Strategy, World War II, Indie, Historical, Singleplayer, Turn-Based, Multiplayer"
Armada 2526,"Strategy, Sci-fi, Space, 4X, Turn-Based"
Ironclads: Anglo Russian War 1866,"Strategy, Naval"
Ironclads: Chincha Islands War 1866,"Strategy, Naval"
Zombie Pirates,"Casual, Pirates, Zombies, Tower Defense"
Escape From Paradise ,Action
Escape From Paradise 2,Action
Book of Legends,"Adventure, Hidden Object"
Stronghold 3 Gold,"Strategy, City Builder, Medieval, Simulation, RTS, Resource Management, Multiplayer, Historical, Singleplayer, Sandbox, Base Building, Open World, Classic, Co-op, Atmospheric, Economy, Building, Survival, Great Soundtrack, Real-Time"
Stronghold Kingdoms,"Strategy, Free to Play, Medieval, Massively Multiplayer, City Builder, Multiplayer, Real-Time, Building, RTS, RPG, Action, Open World, Singleplayer, Addictive, PvP, War, Sandbox, MMORPG, Base Building, Simulation"
Command & Conquer 4: Tiberian Twilight,"Strategy, RTS, Multiplayer, Sci-fi, Co-op, FMV"
Dragon Age™: Origins Awakening,"RPG, Fantasy, Choices Matter, Party-Based RPG, Story Rich, Multiple Endings, Singleplayer, Real-Time with Pause, Character Customization, Dark Fantasy, Female Protagonist, Dragons, Atmospheric, Third Person, Adventure, Masterpiece, Open World, Tactical, Romance, Action"
Dead Space™ 2,"Horror, Survival Horror, Third-Person Shooter, Shooter, Survival, Third Person, Story Rich, Action, Sci-fi, Space, Atmospheric, Adventure, Aliens, Futuristic, Combat, Singleplayer, Multiplayer, Gore, Co-op, Blood"
Medal of Honor™,"FPS, Action, Shooter, Military, Multiplayer, Singleplayer, First-Person, War, Modern, Realistic, Co-op, America, Mature, Linear, Stealth, Controller, Masterpiece, Open World, Atmospheric, Strategy"
RISK™: Factions,"Strategy, Board Game, Tabletop, Multiplayer, Singleplayer, Local Multiplayer, Turn-Based"
Dragon Age: Origins - Ultimate Edition,"RPG, Fantasy, Story Rich, Singleplayer, Choices Matter, Party-Based RPG, Real-Time with Pause, Mature, Character Customization, Adventure, Strategy, Multiple Endings, Dark Fantasy, Well-Written, Female Protagonist, Dragons, Classic, Masterpiece, Open World, Tactical"
Need For Speed: Hot Pursuit,"Combat Racing, Racing, Sports, Driving, PvP, Automobile Sim, Third Person, Arcade, First-Person, Open World, Simulation, Atmospheric, Adventure, Co-op, Online Co-Op, Action, Multiplayer, Singleplayer, Controller, Great Soundtrack"
The Sims™ 3,"Life Sim, Simulation, Character Customization, Sandbox, Building, Singleplayer, Casual, Funny, Moddable, RPG, Romance, Family Friendly, Comedy, Adventure, Multiplayer, Replay Value, Nudity, Great Soundtrack, Strategy, Action"
Shift 2 Unleashed,"Racing, Automobile Sim, Simulation, Driving, Multiplayer, Realistic, Masterpiece, Singleplayer"
LIMBO,"Puzzle Platformer, Indie, Platformer, Puzzle, Dark, Atmospheric, Adventure, 2D, Singleplayer, Horror, Surreal, Short, Side Scroller, Difficult, Masterpiece, Physics, Minimalist, Action, Casual, Cinematic"
Silent Hunter 5®: Battle of the Atlantic,"Simulation, Naval Combat, World War II, Naval, Submarine, Military, Historical, Underwater, Multiplayer, Strategy, Singleplayer"
Voodoo Dice,"Casual, Puzzle"
Assassin’s Creed® Brotherhood,"Action, Adventure, Open World, Parkour, Stealth, Assassin, Third Person, Historical, Multiplayer, Singleplayer, Rome, Story Rich, Great Soundtrack, Atmospheric, Action-Adventure, Conspiracy, Sandbox, Medieval, Masterpiece, Controller"
Anno 2070™,"Strategy, City Builder, Simulation, Futuristic, RTS, Resource Management, Multiplayer, Economy, Singleplayer, Management, Sci-fi, Building, Real-Time, Sandbox, Trading, Co-op, Great Soundtrack, 4X, Online Co-Op, Story Rich"
Mount & Blade: Warband,"Medieval, RPG, Open World, Strategy, Sandbox, Action, Multiplayer, Moddable, Military, Adventure, Horses, Singleplayer, Realistic, First-Person, Historical, Third Person, Simulation, Hack and Slash, Fantasy, Indie"
Mount & Blade: With Fire & Sword,"RPG, Open World, Medieval, Action, Strategy, Historical, Multiplayer, War, Sandbox, Singleplayer, Third Person, Adventure, Character Customization, First-Person, Horses, Simulation, Moddable, Action RPG, Based On A Novel, Indie"
